,#,News Org,Created,Positive,Neutral,Negative,Compound,Tweet
254,54,@CNN,Thu Mar 08 14:09:43 +0000 2018,0.0,0.893,0.107,-0.34,The Florida gun bill spurred by the Parkland school massacre is just one signature away from becoming law. Here's w… https://t.co/A99vriRtoM
255,55,@CNN,Thu Mar 08 13:54:03 +0000 2018,0.0,0.867,0.133,-0.3818,President Trump is upset with White House press secretary Sarah Sanders over her responses Wednesday regarding his… https://t.co/SPSg0Bhy30
256,56,@CNN,Thu Mar 08 13:39:07 +0000 2018,0.227,0.672,0.101,0.4588,"The cast of ""Modern Family"" voices support for ""common-sense gun laws"" putting support behind the students of Parkl… https://t.co/irGz3U8pVj"
257,57,@CNN,Thu Mar 08 13:15:09 +0000 2018,0.0,1.0,0.0,0.0,A White House taken by storm(y) | Analysis by @StCollinson https://t.co/LwbPnJtJuX https://t.co/JmvyB9DlGq
258,58,@CNN,Thu Mar 08 13:07:38 +0000 2018,0.0,0.854,0.146,-0.5574,"Fred Guttenberg, whose daughter died in the Florida school shooting, rips new NRA ad: ""If this was put out by a ter… https://t.co/mYfIHC8pOw"
259,59,@CNN,Thu Mar 08 12:50:05 +0000 2018,0.057,0.755,0.189,-0.4215,"The controversial statue that critics have deemed as ""San Francisco's monument to white supremacy"" is coming off it… https://t.co/yKIpBEV3ja"
260,60,@CNN,Thu Mar 08 12:40:11 +0000 2018,0.0,0.769,0.231,-0.6369,'I never told anyone': 5 women's stories of sexual abuse at the Hajj #AsEquals https://t.co/29od5ZBFRv https://t.co/KvJSZCbKyg
261,61,@CNN,Thu Mar 08 12:32:00 +0000 2018,0.146,0.854,0.0,0.5574,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/IItXisEVsJ"
262,62,@CNN,Thu Mar 08 12:30:07 +0000 2018,0.0,0.66,0.34,-0.7717,Some Democratic lawmakers fear arming school staff could harm black and Hispanic students https://t.co/5lbWNzwxQU https://t.co/Tr0YskSZBC
263,63,@CNN,Thu Mar 08 12:21:26 +0000 2018,0.0,1.0,0.0,0.0,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/EIUrtm3rwp
264,64,@CNN,Thu Mar 08 12:10:11 +0000 2018,0.0,1.0,0.0,0.0,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/QaYLYApLVi"
265,65,@CNN,Thu Mar 08 12:00:21 +0000 2018,0.0,1.0,0.0,0.0,"5 things for Thursday:

- The White House
- Russia investigation
- Florida school shooting
- UK and Russia
- Aung S… https://t.co/fe9IBVt8YY"
266,66,@CNN,Thu Mar 08 11:55:05 +0000 2018,0.162,0.838,0.0,0.4767,Former Trump campaign manager Corey Lewandowski is scheduled to be interviewed by the House Intelligence Committee… https://t.co/Ig19ZKtopE
267,67,@CNN,Thu Mar 08 11:48:03 +0000 2018,0.0,1.0,0.0,0.0,Why are (some) Democrats signing on to the Republican bank bill? | Analysis by @GregJKrieg https://t.co/bc6G38s4id https://t.co/GXV9znEwuY
268,68,@CNN,Thu Mar 08 11:43:38 +0000 2018,0.0,0.901,0.099,-0.296,What will it take for women to live #AsEquals with men? No country has achieved total gender parity yet - #AsEquals… https://t.co/TCGXrQgcR9
269,69,@CNN,Thu Mar 08 11:40:10 +0000 2018,0.106,0.894,0.0,0.3612,"President Trump says his promised tariffs on steel and aluminum imports -- 25% on steel, 10% on aluminum -- would b… https://t.co/dwOqrHSA9t"
270,70,@CNN,Thu Mar 08 11:35:01 +0000 2018,0.13,0.87,0.0,0.4019,"President Trump asked his former chief of staff Reince Priebus if special counsel investigators had been ""nice"" dur… https://t.co/YSupdUTrNx"
271,71,@CNN,Thu Mar 08 11:14:34 +0000 2018,0.0,0.847,0.153,-0.5574,We spoke to nine women who said they found their illegal abortions via Facebook. None believed the procedure was sa… https://t.co/2Yv14LJ7K3
272,72,@CNN,Thu Mar 08 10:49:52 +0000 2018,0.0,1.0,0.0,0.0,Meghan Markle has been baptized into the Church of England https://t.co/MIzXBXNMmA https://t.co/8C42ORsRVq
273,73,@CNN,Thu Mar 08 10:43:59 +0000 2018,0.0,0.66,0.34,-0.8689,"When Brisa de Angulo reported being raped by a family member at the age of 15, she faced intimidation and blame fro… https://t.co/mM8iGnHwVy"
274,74,@CNN,Thu Mar 08 10:33:11 +0000 2018,0.0,1.0,0.0,0.0,"In Malawi, girls as young as 10 are expected to go to ""chinamwali"" -- a camp where they are taught how to sexually… https://t.co/Ofvb97oTQe"
275,75,@CNN,Thu Mar 08 10:29:00 +0000 2018,0.0,0.833,0.167,-0.4588,The Taliban banned these women from being journalists. Now they run an all-female TV station:… https://t.co/AAyw5jbWf9
276,76,@CNN,Thu Mar 08 10:15:44 +0000 2018,0.0,0.843,0.157,-0.3687,She was told not to play the drums because she's a woman - now @kasingoma is in demand as a percussionist around th… https://t.co/tKCXoEBUZm
277,77,@CNN,Thu Mar 08 10:01:35 +0000 2018,0.0,1.0,0.0,0.0,"On #InternationalWomensDay, CNN wants to know what living #AsEquals means to you. Tell us by filling out this form:… https://t.co/EbGAjhIJUB"
278,78,@CNN,Thu Mar 08 09:01:07 +0000 2018,0.0,1.0,0.0,0.0,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/0POYBWXS5u https://t.co/2WyCPG2EDW
279,79,@CNN,Thu Mar 08 08:44:04 +0000 2018,0.202,0.798,0.0,0.5859,"The history of the ""ideal"" of female beauty and where that has left us https://t.co/PDiMEDwoq0… https://t.co/UV7J4GlAEd"
280,80,@CNN,Thu Mar 08 08:33:13 +0000 2018,0.0,0.69,0.31,-0.3818,The risk lurking in the US mortgage market https://t.co/PS9Qy9axGs https://t.co/u37unc7jWN
281,81,@CNN,Thu Mar 08 08:31:04 +0000 2018,0.0,0.925,0.075,-0.0762,"These high-performance cars, which are priced in the millions, can't be legally driven on public roads… https://t.co/G1b2XXtfXw"
282,82,@CNN,Thu Mar 08 08:27:13 +0000 2018,0.076,0.655,0.269,-0.6486,"""The person who committed the crime should hide his face. Why should I?"" 

The man Laxmi Agarwal refused to marry t… https://t.co/RMSzwVSjrv"
283,83,@CNN,Thu Mar 08 08:20:12 +0000 2018,0.151,0.849,0.0,0.4939,The Eiffel Tower lights up with the message #MaintenantOnAgit (#NowWeAct) projected on it to honor women’s rights a… https://t.co/Mmqo67FFoE
284,84,@CNN,Thu Mar 08 08:07:37 +0000 2018,0.0,1.0,0.0,0.0,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/LfQAe7ZO72
285,85,@CNN,Thu Mar 08 07:46:09 +0000 2018,0.27,0.73,0.0,0.5719,McDonald's is flipping its arches logo to celebrate #InternationalWomensDay with a W https://t.co/DNBBk4iQcs
286,86,@CNN,Thu Mar 08 07:42:25 +0000 2018,0.076,0.655,0.269,-0.6486,"""The person who committed the crime should hide his face. Why should I?"" 

At 15, the man Laxmi Agarwal refused to… https://t.co/XhlZiAMTka"
287,87,@CNN,Thu Mar 08 07:31:04 +0000 2018,0.09,0.811,0.099,-0.0516,"After age 13, no new brain cells are created in a brain region linked to learning, according to a new study… https://t.co/m3ChHUsnXH"
288,88,@CNN,Thu Mar 08 07:25:30 +0000 2018,0.0,1.0,0.0,0.0,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/E0QukF9jxK"
289,89,@CNN,Thu Mar 08 07:19:51 +0000 2018,0.274,0.726,0.0,0.7003,An Australian energy company is giving hundreds of female employees a raise to make sure they get paid the same amo… https://t.co/9DmyQcGXob
290,90,@CNN,Thu Mar 08 07:16:18 +0000 2018,0.0,0.896,0.104,-0.2732,"After dedicating his season to a Parkland victim, Dwyane Wade of the Miami Heat visited Marjory Stoneman Douglas Hi… https://t.co/DtE0zR1PSU"
291,91,@CNN,Thu Mar 08 07:08:00 +0000 2018,0.0,0.766,0.234,-0.7013,"Sen. Bernie Sanders: Chaos in the White House is a sign of ""a President who is, I think, not fit temperamentally to… https://t.co/uXLuZNMHDP"
292,92,@CNN,Thu Mar 08 07:02:30 +0000 2018,0.0,0.726,0.274,-0.7783,"Father of Parkland school shooting victim rips new NRA video: ""If this was put out by a terrorist organization, we… https://t.co/LQLlDNhSfc"
293,93,@CNN,Thu Mar 08 06:52:43 +0000 2018,0.083,0.917,0.0,0.2023,Top South Korean negotiators have left for the US to brief their American counterparts on the outcome of their hist… https://t.co/KIVcCu0RW4
294,94,@CNN,Thu Mar 08 06:47:24 +0000 2018,0.146,0.854,0.0,0.5574,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/kMr7AuNbsm"
295,95,@CNN,Thu Mar 08 06:45:54 +0000 2018,0.07,0.702,0.227,-0.5859,The British government will be forced on Thursday to address growing suspicions that Moscow may have been behind th… https://t.co/0USBMSafaw
296,96,@CNN,Thu Mar 08 06:44:38 +0000 2018,0.0,1.0,0.0,0.0,Can you recognize the Kennedys in 1938? They made a big splash in England when Joe Sr. became Ambassador from the U… https://t.co/puSQPUjb4i
297,97,@CNN,Thu Mar 08 06:31:05 +0000 2018,0.0,1.0,0.0,0.0,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/lE9S9Fhuce"
298,98,@CNN,Thu Mar 08 06:31:03 +0000 2018,0.0,0.621,0.379,-0.7717,Lawmakers fear arming school staff could harm black and Hispanic students https://t.co/n2PxC9zbdA https://t.co/gQboUxG7rT
299,99,@CNN,Thu Mar 08 06:15:10 +0000 2018,0.102,0.898,0.0,0.3818,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/2LoPpEmlgy"
300,0,@FoxNews,Thu Mar 08 20:54:57 +0000 2018,0.164,0.573,0.263,-0.4451,".@POTUS: ""The workers who poured their souls into building this great nation were betrayed. But that betrayal is no… https://t.co/lismfax3bN"
301,1,@FoxNews,Thu Mar 08 20:52:25 +0000 2018,0.0,0.893,0.107,-0.0382,".@POTUS: ""The actions that were taken today were not a matter of choice, they're a matter of necessity for our secu… https://t.co/xGb5ltgDhl"
302,2,@FoxNews,Thu Mar 08 20:50:22 +0000 2018,0.0,0.914,0.086,-0.1531,".@POTUS: ""The American steel and aluminum industry has been ravaged by aggressive foreign trade practices. It's rea… https://t.co/pmxIb5H4Gf"
303,3,@FoxNews,Thu Mar 08 20:50:00 +0000 2018,0.348,0.571,0.081,0.765,President @realDonaldTrump celebrated #InternationalWomensDay by touting positive economic news for the women in Am… https://t.co/jPjs5rJ8Tq
304,4,@FoxNews,Thu Mar 08 20:48:53 +0000 2018,0.049,0.823,0.128,-0.2792,".@POTUS: ""There's no tax if the product is made in the USA. You don't want to pay tax? Bring your plant to the USA."" https://t.co/VOBu0DA4vE"
305,5,@FoxNews,Thu Mar 08 20:47:27 +0000 2018,0.124,0.876,0.0,0.34,".@POTUS: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel and alumin… https://t.co/SzIRDYkqjO"
306,6,@FoxNews,Thu Mar 08 20:45:44 +0000 2018,0.261,0.739,0.0,0.7717,".@POTUS: ""We have to protect and build our steel and aluminum industries, while at the same time showing great flex… https://t.co/JQysN1NTci"
307,7,@FoxNews,Thu Mar 08 20:44:06 +0000 2018,0.0,1.0,0.0,0.0,".@POTUS: ""Steel is steel. If you don't have steel, you don't have a country."" https://t.co/xtX2zZPWx9"
308,8,@FoxNews,Thu Mar 08 20:43:48 +0000 2018,0.314,0.686,0.0,0.6705,".@POTUS: ""A strong steel and aluminum industry are vital to our national security."" https://t.co/PhoK2i3TxD"
309,9,@FoxNews,Thu Mar 08 20:42:28 +0000 2018,0.251,0.749,0.0,0.7717,".@POTUS: ""I am honored to be here with our incredible steel and aluminum workers, and you are truly the backbone of… https://t.co/2uaWFN00BO"
310,10,@FoxNews,Thu Mar 08 20:39:41 +0000 2018,0.0,1.0,0.0,0.0,".@SpeakerRyan on GA lawmakers nixing tax break for Delta amid NRA position: ""I do think in this entire debate on bo… https://t.co/khJfLBwuoF"
311,11,@FoxNews,Thu Mar 08 20:39:04 +0000 2018,0.0,1.0,0.0,0.0,"RT @FoxBusiness: Trump rolling out big trade tariffs, sparing Mexico, Canada https://t.co/sgslDxwmLg"
312,12,@FoxNews,Thu Mar 08 20:37:58 +0000 2018,0.0,0.864,0.136,-0.296,WATCH LIVE: @POTUS signs an order to impose tariffs on steel and aluminum imports. https://t.co/SCtUVTYNxk
313,13,@FoxNews,Thu Mar 08 20:37:02 +0000 2018,0.0,0.926,0.074,-0.1531,RT @FoxBusiness: #BreakingNews: @POTUS to impose tariffs on steel and aluminum but is exempting Mexico and Canada for now. @BlakeBurman wit…
314,14,@FoxNews,Thu Mar 08 20:33:33 +0000 2018,0.0,0.806,0.194,-0.6249,".@DLoesch on @GovMalloyOffice likening @NRA to terrorists: ""Maybe making my kids get all their homework done makes… https://t.co/K1DC5eMqBt"
315,15,@FoxNews,Thu Mar 08 20:31:15 +0000 2018,0.187,0.813,0.0,0.3182,Washington state school district arms teachers: 'It protects the kids' https://t.co/VmxZvLUEiT
316,16,@FoxNews,Thu Mar 08 20:26:24 +0000 2018,0.0,1.0,0.0,0.0,SOON: @POTUS to sign off on steel and aluminum tariffs. @ShepNewsTeam https://t.co/AGd6Q5AOY6 https://t.co/WAE2wcQHpR
317,17,@FoxNews,Thu Mar 08 20:19:59 +0000 2018,0.0,1.0,0.0,0.0,"'Sopranos' prequel movie in the works from creator David Chase, report says https://t.co/xbhmriXtQZ"
318,18,@FoxNews,Thu Mar 08 20:17:11 +0000 2018,0.257,0.743,0.0,0.4847,Former Trump campaign chairman Paul Manafort pleads not guilty to charges @ShepNewsTeam https://t.co/NMt6pxu9DZ https://t.co/g7WArsJfJd
319,19,@FoxNews,Thu Mar 08 20:16:45 +0000 2018,0.0,0.92,0.08,-0.1027,"Trump imposing tariffs on all steel, aluminum imports; exempts Mexico and Canada for now - via @brookefoxnews… https://t.co/Z6p20jrdKw"
320,20,@FoxNews,Thu Mar 08 20:16:17 +0000 2018,0.0,0.933,0.067,-0.0572,.@ICEgov Director Calls Out 'Political Game' by CA Dems: 'They Don't Want to Know the Facts' https://t.co/ZOf3stHY4H https://t.co/zvssKjsKHO
321,21,@FoxNews,Thu Mar 08 20:10:51 +0000 2018,0.0,1.0,0.0,0.0,Jon Favreau to write 'Star-Wars' live-action TV series https://t.co/1UJ8UKVSL7
322,22,@FoxNews,Thu Mar 08 20:09:47 +0000 2018,0.0,1.0,0.0,0.0,RT @FoxBusiness: U.S. steel imports: https://t.co/e3QBlQLoTB
323,23,@FoxNews,Thu Mar 08 20:07:29 +0000 2018,0.0,0.71,0.29,-0.6705,New Jersey driver killed after driving around barricade onto live wires https://t.co/uogp6Hkmhi
324,24,@FoxNews,Thu Mar 08 20:01:39 +0000 2018,0.0,1.0,0.0,0.0,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfEHFy https://t.co/Ifb7vbWX2G"
325,25,@FoxNews,Thu Mar 08 19:58:47 +0000 2018,0.392,0.608,0.0,0.7003,Virginia man to give away engagement ring to 'lucky couple' https://t.co/axK3nSYz8x
326,26,@FoxNews,Thu Mar 08 19:55:21 +0000 2018,0.0,0.844,0.156,-0.5423,".@LeonHWolf on @POTUS' tariffs: ""Laying an across the board tariff is a bad idea...there are way, way more people w… https://t.co/F2M7QyCqKs"
327,27,@FoxNews,Thu Mar 08 19:49:40 +0000 2018,0.0,1.0,0.0,0.0,"Earlier today, @FLOTUS tweeted her celebration of #InternationalWomensDay. https://t.co/Y6vcQ2jGZ4 https://t.co/uDBIgK6Qz3"
328,28,@FoxNews,Thu Mar 08 19:47:11 +0000 2018,0.178,0.822,0.0,0.3818,WATCH: @realDonaldTrump's 'Madman Approach' to North Korea Gets Credit From Mainstream Media https://t.co/QFQgiUWa0L
329,29,@FoxNews,Thu Mar 08 19:42:03 +0000 2018,0.182,0.552,0.265,-0.128,"Mexican presidential hopeful campaigns in California, slams @realDonaldTrump and backs illegal immigrants https://t.co/BKYJ2Z5dzv"
330,30,@FoxNews,Thu Mar 08 19:38:16 +0000 2018,0.0,1.0,0.0,0.0,U.S. Congress job performance. https://t.co/gbyk9flzsW
331,31,@FoxNews,Thu Mar 08 19:38:12 +0000 2018,0.0,0.775,0.225,-0.4939,.@Stanford rejects College Republicans' proposed logo because it shows American flag https://t.co/e82rZbjZhE
332,32,@FoxNews,Thu Mar 08 19:34:11 +0000 2018,0.0,0.921,0.079,-0.0516,Professor on leave after telling Asian-American couple to 'go back to your home country' https://t.co/dHHwHH5lUl
333,33,@FoxNews,Thu Mar 08 19:31:08 +0000 2018,0.0,1.0,0.0,0.0,.@KristinBTate: Women of Trump Admin Would Be 'Worshipped' by Media If They Were Liberals #InternationalWomensDay https://t.co/Bg9m6Yraq4
334,34,@FoxNews,Thu Mar 08 19:19:58 +0000 2018,0.0,1.0,0.0,0.0,"Moments ago, California Sen. @KamalaHarris slammed President @realDonaldTrump and AG Jeff Sessions over immigration… https://t.co/hw6OSsqfg5"
335,35,@FoxNews,Thu Mar 08 19:15:39 +0000 2018,0.258,0.742,0.0,0.7096,".@SpeakerRyan visits The Home Depot's Store Support Center in Atlanta, one of the companies that rewarded its hourl… https://t.co/m2NUslwR1M"
336,36,@FoxNews,Thu Mar 08 19:05:00 +0000 2018,0.0,1.0,0.0,0.0,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/FVVQ1QiT7o"
337,37,@FoxNews,Thu Mar 08 19:00:00 +0000 2018,0.154,0.846,0.0,0.4767,"Sgt. @Sean_C_Larkin: “I've been a police officer 21 years...the respect for police officers has changed, and it's s… https://t.co/kOrv3R4R3l"
338,38,@FoxNews,Thu Mar 08 18:57:46 +0000 2018,0.0,0.581,0.419,-0.7579,Violent brawl delays Southwest Airlines flight after overhead bin fight https://t.co/Ak0o8YW0Uy
339,39,@FoxNews,Thu Mar 08 18:50:27 +0000 2018,0.13,0.87,0.0,0.4019,".@LaraLeaTrump: ""The reality is women a lot of times I don't think are voicing their support for @POTUS because som… https://t.co/xpgBd83nux"
340,40,@FoxNews,Thu Mar 08 18:47:12 +0000 2018,0.0,1.0,0.0,0.0,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/xhOZZtZEn6"
341,41,@FoxNews,Thu Mar 08 18:44:01 +0000 2018,0.0,1.0,0.0,0.0,".@HomeDepot pledges $50 million to train 20,000 skilled laborers, military veterans wanted https://t.co/7W5vGe6Ust"
342,42,@FoxNews,Thu Mar 08 18:39:48 +0000 2018,0.0,0.872,0.128,-0.296,Nimble dad delivers daughter in front seat of car and cuts umbilical cord with shoelace https://t.co/SCbku4I3Zq
343,43,@FoxNews,Thu Mar 08 18:32:14 +0000 2018,0.0,0.787,0.213,-0.5859,JUST IN: UK officials say 21 people now being treated in ex-Russian spy poisoning https://t.co/jFV1ldJzGf
344,44,@FoxNews,Thu Mar 08 18:30:00 +0000 2018,0.0,1.0,0.0,0.0,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfn6gY https://t.co/H7vWy5vYLk"
345,45,@FoxNews,Thu Mar 08 18:24:43 +0000 2018,0.16,0.84,0.0,0.5023,"Trump's parting words to adviser Gary Cohn: 'He may be a globalist, but I still like him' - via @brookefoxnews 
https://t.co/23WrcB0yS4"
346,46,@FoxNews,Thu Mar 08 18:23:39 +0000 2018,0.0,1.0,0.0,0.0,"'Where Is Their Disavowal?': @kimguilfoyle Rips Group of House Dems for @LouisFarrakhan Connections
https://t.co/rnIybLHgoA"
347,47,@FoxNews,Thu Mar 08 18:15:20 +0000 2018,0.0,1.0,0.0,0.0,".@seanspicer: ""This has nothing to do with [@PaulManafort's] actions stemming from the Trump campaign.""… https://t.co/d5PTwwAnjU"
348,48,@FoxNews,Thu Mar 08 18:15:00 +0000 2018,0.0,1.0,0.0,0.0,".@NASA releases 'unearthly' pictures of Jupiter, showing 9 massive cyclones with Category 5 hurricane wind speeds… https://t.co/4zMbJ152uW"
349,49,@FoxNews,Thu Mar 08 18:11:40 +0000 2018,0.0,1.0,0.0,0.0,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw
350,50,@FoxNews,Thu Mar 08 18:04:01 +0000 2018,0.319,0.681,0.0,0.7269,Disney boss tells shareholders that ‘The View’ star Joy Behar apologized for anti-Christian remarks https://t.co/Q5Om2ALO57
351,51,@FoxNews,Thu Mar 08 18:02:11 +0000 2018,0.0,1.0,0.0,0.0,#InternationalWomensDay sparks reactions from big name celebrities https://t.co/LO9Xw9wcXO
352,52,@FoxNews,Thu Mar 08 17:55:00 +0000 2018,0.0,1.0,0.0,0.0,.@washingtonpost calls out @DNC Chair @TomPerez over false claim that DNC hit fundraising records. https://t.co/eLjVTDLYUz
353,53,@FoxNews,Thu Mar 08 17:50:00 +0000 2018,0.178,0.822,0.0,0.5023,".@POTUS: ""This is Gary Cohn's last meeting... He may be a globalist but I still like him."" https://t.co/Uh5SVUHsu8"
354,54,@FoxNews,Thu Mar 08 17:45:00 +0000 2018,0.0,1.0,0.0,0.0,MOMENTS AGO: Former @POTUS campaign chair @PaulManafort appears at U.S. district court for an arraignment hearing. https://t.co/j9y9vUBIr4
355,55,@FoxNews,Thu Mar 08 17:40:00 +0000 2018,0.245,0.755,0.0,0.3818,".@POTUS: ""We're going to protect the American worker."" https://t.co/zLnXKFCO4t"
356,56,@FoxNews,Thu Mar 08 17:32:17 +0000 2018,0.0,0.821,0.179,-0.34,"Ex-@FoodNetwork star says @POTUS scares immigrants, shrinking the workforce - via @FoxBusiness https://t.co/9X36Vq3xpe"
357,57,@FoxNews,Thu Mar 08 17:24:43 +0000 2018,0.0,0.551,0.449,-0.6908,Dreamers to Democrats: We're tired of your lies https://t.co/0gdvZlQpio
358,58,@FoxNews,Thu Mar 08 17:12:17 +0000 2018,0.365,0.55,0.085,0.765,"Moments ago, President @realDonaldTrump celebrated #InternationalWomensDay by touting positive economic news for th… https://t.co/zn4nRtFZlZ"
359,59,@FoxNews,Thu Mar 08 17:03:15 +0000 2018,0.0,1.0,0.0,0.0,".@POTUS: ""@NASA's making tremendous strides and we're using a lot of private money."" https://t.co/Qq2xeLAcXI"
360,60,@FoxNews,Thu Mar 08 17:01:48 +0000 2018,0.178,0.822,0.0,0.5023,".@POTUS: ""This is Gary Cohn's last meeting... He may be a globalist but I still like him."" https://t.co/AZO4dYLacX"
361,61,@FoxNews,Thu Mar 08 17:00:15 +0000 2018,0.0,1.0,0.0,0.0,".@POTUS: ""What the mayor of Oakland did the other day was a disgrace."" https://t.co/d40THxgiYl"
362,62,@FoxNews,Thu Mar 08 16:59:56 +0000 2018,0.115,0.885,0.0,0.0772,".@POTUS: ""You want the money, you can't have sanctuary cities."" https://t.co/laEJX04LNc"
363,63,@FoxNews,Thu Mar 08 16:59:33 +0000 2018,0.0,1.0,0.0,0.0,"RT @FoxBusiness: .@POTUS: ""Bump stocks"" are going to be gone. https://t.co/4sW7sepiYO"
364,64,@FoxNews,Thu Mar 08 16:58:28 +0000 2018,0.0,0.903,0.097,-0.1548,".@POTUS: ""We're working to harden our schools and to make them less vulnerable to attack."" https://t.co/hP8NEsqmYf"
365,65,@FoxNews,Thu Mar 08 16:57:03 +0000 2018,0.0,0.838,0.162,-0.4404,".@POTUS: ""The unemployment rate for women in our workforce is at an 18-year low."" #InternationalWomensDay https://t.co/nMQQi2MQ05"
366,66,@FoxNews,Thu Mar 08 16:56:28 +0000 2018,0.154,0.846,0.0,0.4767,".@POTUS: ""Today is #InternationalWomensDay and we're proud in all of the measures we've taken economically to empow… https://t.co/JOW2fXCQmH"
367,67,@FoxNews,Thu Mar 08 16:55:52 +0000 2018,0.245,0.755,0.0,0.3818,".@POTUS: ""We're going to protect the American worker."" https://t.co/D0sJdWnsW4"
368,68,@FoxNews,Thu Mar 08 16:55:01 +0000 2018,0.167,0.833,0.0,0.25,".@POTUS: ""We've created almost 3 million new jobs since the election."" https://t.co/A3LhA89pXm"
369,69,@FoxNews,Thu Mar 08 16:55:00 +0000 2018,0.0,0.473,0.527,-0.7783,"Chicago bus crash caught in crazy surveillance video, 6 injured https://t.co/ARxzY5LMul"
370,70,@FoxNews,Thu Mar 08 16:54:36 +0000 2018,0.0,0.88,0.12,-0.3535,".@POTUS: ""Our very massive tax cuts are continuing to show tremendous results. 90% of American workers are already… https://t.co/A4vho31zx8"
371,71,@FoxNews,Thu Mar 08 16:49:22 +0000 2018,0.0,0.682,0.318,-0.6808,New York Times issues embarrassing correction after botching story attacking Trump’s tax plan https://t.co/1EqiEwoPsR
372,72,@FoxNews,Thu Mar 08 16:39:59 +0000 2018,0.0,0.811,0.189,-0.5423,.@Oprah's ultra-PC #WrinkleinTime stung with bad reviews as ‘cringeworthy’ $100 million dollar @Disney movie could… https://t.co/gad9Z1bbgI
373,73,@FoxNews,Thu Mar 08 16:34:28 +0000 2018,0.274,0.726,0.0,0.7506,"Israeli Prime Minister @Netanyahu attends the opening of a special exhibit at the @UN celebrating 3,000 years of Je… https://t.co/0knlzJjJHX"
374,74,@FoxNews,Thu Mar 08 16:33:33 +0000 2018,0.0,0.6,0.4,-0.7184,"53-year-old man allegedly stabs deputy, hurts another in California https://t.co/YJlcB4Z4w3 #FoxNewsUS"
375,75,@FoxNews,Thu Mar 08 16:28:51 +0000 2018,0.0,1.0,0.0,0.0,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw
376,76,@FoxNews,Thu Mar 08 16:20:25 +0000 2018,0.0,1.0,0.0,0.0,"Earlier today, @FLOTUS tweeted her celebration of #InternationalWomensDay. https://t.co/Y6vcQ2BinE https://t.co/TZUJXaFz79"
377,77,@FoxNews,Thu Mar 08 16:13:57 +0000 2018,0.163,0.684,0.153,0.0516,"U.S., South Korean intelligence probe reports of Kim Jong Un health woes - via @HollieSMcKay https://t.co/SX4N99MNIF"
378,78,@FoxNews,Thu Mar 08 16:02:33 +0000 2018,0.0,1.0,0.0,0.0,.@NancyPelosi holds a news conference https://t.co/lcckGfWyQR
379,79,@FoxNews,Thu Mar 08 15:56:33 +0000 2018,0.0,0.852,0.148,-0.4795,"RT @FoxBusiness: .@Varneyco: ""This president unleashed American capitalism. That's what was so worrying to the left... Capitalism is delive…"
380,80,@FoxNews,Thu Mar 08 15:56:29 +0000 2018,0.0,0.826,0.174,-0.4215,"RT @FoxBusiness: .@JerryBrownGov on DOJ lawsuit against California: ""This lawsuit is going to last a lot longer than the Trump administrati…"
381,81,@FoxNews,Thu Mar 08 15:56:26 +0000 2018,0.169,0.635,0.196,-0.128,"RT @FoxBusiness: Random, terrifying laughter from Amazon's Alexa creeps out its users https://t.co/SfFNXR9duf https://t.co/cMaAqhp5WT"
382,82,@FoxNews,Thu Mar 08 15:52:04 +0000 2018,0.0,0.933,0.067,-0.0572,.@ICEgov Director Calls Out 'Political Game' by CA Dems: 'They Don't Want to Know the Facts' https://t.co/ZOf3stHY4H https://t.co/PvU1gXE8Bc
383,83,@FoxNews,Thu Mar 08 15:38:48 +0000 2018,0.0,1.0,0.0,0.0,.@marthamaccallum on living female empowerment rather than wearing it on a t-shirt https://t.co/cjT9UDDAY8
384,84,@FoxNews,Thu Mar 08 15:38:26 +0000 2018,0.226,0.774,0.0,0.4215,Senators @LindseyGrahamSC and @SenBlumenthal hold a news conference on their legislation to help prevent individual… https://t.co/DXkwYQjW2O
